card_3,card_4,card_2,carvalue,debtinc,reason_2,commutetime,hourstv,age,creddebt,lncreddebt,ed,lncardmon,lnothdebt,card_5,othdebt,lncardten,lntollmon,lnequipmon,lntollten,pets_dogs,reside,spoused,card2_3,lnequipten,lnwiremon,gender_1,card2_2,pets_cats,cartype_0,lnwireten,townsize_3.0,cardtype_3,card2benefit_4,card2benefit_3,card2benefit_2,commutewalk_1,homeown_1,spousedcat_2,polparty_1,cardtenure_23,ownpc_1,commutecar_1,jobsat_4,wiremon,owngame_1,region_5,vote_1,region_3,carbought_0,union_1,carbought_1,cardbenefit_2,card2type_4,address_22,commutebus_1,active_1,jobsat_3,card2fee_1,jobsat_5,forward_1,Total_spent
0,0,1,-1,7.1,0,37,18,29,0.708864,-0.34409159,17,2.909081993,0.44669406,0,1.563136,6.429558117,3.242726692,3.494991261,6.585937264,0,1,-1,0,7.118988179,3.161246712,0,0,3,0,6.928831605,0,0,0,1,0,1,0,0,0,0,1,0,0,23.6,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,337.6933945
0,1,0,-1,0.8,0,20,21,18,0.074976,-2.590587217,13,2.944438979,-2.168240934,0,0.11429904,4.007333185,2.772588722,3.599725167,4.229021132,0,1,-1,0,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,296.7594505
0,0,1,44.4,17.3,0,16,15,53,1.907498,0.645792436,11,3.286534473,2.388258258,0,10.894502,7.402451521,3.384390263,3.599725167,7.546499071,0,2,-1,1,6.747846135,3.604226267,0,0,2,0,6.808150954,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,418.96734
0,0,0,16.3,4.1,0,28,15,39,0.344318,-1.06618963,17,2.079441542,0.193658714,0,1.213682,5.438079309,3.242726692,3.599725167,6.585937264,0,2,-1,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,659.4013204
0,0,1,32.2,10.6,1,17,14,62,0.602822,-0.506133317,13,1.945910149,1.476861036,0,4.379178,5.940171253,3.242726692,3.599725167,6.585937264,0,2,14,0,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,518.6001399
1,0,0,65.5,3.6,0,22,18,55,3.302208,1.194591336,18,2.420368129,-0.314995717,0,0.729792,5.272999559,3.32323584,3.599725167,6.291106069,1,1,-1,0,6.747846135,3.433987204,0,1,0,1,6.385025751,0,0,0,0,0,1,0,0,0,0,1,1,1,31,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,384.2381328
0,0,1,10.4,9.4,0,21,22,78,0.435784,-0.830608571,8,3.32323584,0.30026458,0,1.350216,7.467371067,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,305.6002243
1,0,0,-1,3.7,0,32,22,34,0.258593,-1.352499882,10,2.909081993,-0.205295038,0,0.814407,6.429558117,3.242726692,3.599725167,6.585937264,0,3,12,0,6.747846135,3.604226267,1,0,3,0,6.808150954,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,387.9305437
0,0,1,5.1,2.5,0,40.03,24,78,0.0345,-3.366795955,8,2.995732274,-1.326140438,0,0.2655,7.229838778,3.242726692,3.599725167,6.585937264,0,2,9,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,252.5461961
0,0,0,-1,24.3,0,35,15,21,1.158381,0.147023341,16,2.909081993,1.372352372,0,3.944619,6.429558117,3.242726692,3.599725167,6.585937264,0,3,-1,0,6.747846135,3.604226267,0,1,0,0,6.808150954,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,487.1635281
0,0,0,-1,7.4,1,27,24,24,0.656676,-0.420564533,17,2.909081993,-0.392562703,0,0.675324,6.429558117,3.242726692,3.093312602,6.585937264,2,1,-1,1,5.392718042,3.604226267,0,0,2,0,6.808150954,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,552.6075881
0,1,0,18.6,8.2,0,33,18,21,0.785478,-0.241462829,16,2.909081993,0.563335718,0,1.756522,6.429558117,3.242726692,3.072693315,6.585937264,0,1,-1,0,5.726359029,3.604226267,1,1,0,0,6.808150954,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,241.7518874
0,1,0,38.7,6.5,0,23,19,42,2.30048,0.833117797,17,2.197224577,1.041872611,0,2.83452,5.501258211,3.242726692,3.293983297,6.585937264,2,1,-1,0,6.640202578,3.604226267,0,0,0,0,6.808150954,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,435.0901129
0,0,1,62.8,2.9,0,40,14,38,1.481204,0.392855271,16,2.909081993,0.585448378,0,1.795796,6.429558117,3.242726692,3.708682081,6.585937264,0,2,17,0,7.64333915,3.604226267,1,0,0,0,6.808150954,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,584.327344
0,0,0,64.9,12,0,23,17,62,5.7984,1.757582017,12,3.157000421,2.595374103,0,13.4016,6.779921907,4.077537444,3.599725167,7.758717845,0,2,13,0,6.747846135,3.604226267,0,0,0,1,6.808150954,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1168.187341
0,0,0,53.3,5.1,0,22,18,53,2.222325,0.798553945,12,2.957511061,0.698470487,0,2.010675,6.756932389,3.242726692,3.695110004,6.585937264,0,2,11,0,7.505409763,3.614963771,0,0,0,1,7.440440237,0,0,0,1,0,0,0,0,0,0,1,0,0,37.15,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,673.6409677
0,0,1,6.5,7.5,0,32,17,63,0.2163,-1.531088946,17,2.909081993,-0.181881654,0,0.8337,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,345.1667035
0,0,0,54.7,3.2,0,24,21,54,0.794624,-0.229886232,15,2.674148649,0.836977358,0,2.309376,6.739336627,3.124565145,3.599725167,7.284100489,0,1,-1,1,6.747846135,3.604226267,0,0,0,0,6.808150954,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,765.0032106
0,0,1,17.4,12.6,0,33,26,59,2.121336,0.752046079,13,2.708050201,1.3014617,0,3.674664,6.56526497,3.384390263,3.599725167,7.338725677,1,1,-1,1,6.747846135,3.604226267,1,0,1,1,6.808150954,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,370.2088473
0,1,0,71,15.3,0,23,16,57,1.069929,0.067592291,15,2.909081993,2.767140847,0,15.913071,6.429558117,3.242726692,3.478158423,6.585937264,0,3,-1,0,7.125283092,2.862200881,0,1,0,1,6.49617149,0,0,0,1,0,1,1,0,1,0,1,1,0,17.5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,349.2971363
0,0,0,16.5,4.2,0,31,25,68,0.369852,-0.994652353,16,2.909081993,0.169023529,0,1.184148,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,561.4342493
0,0,0,23.8,2.4,0,22,18,26,0.553152,-0.592122451,17,2.442347035,-0.73637206,0,0.478848,4.17438727,3.267665989,3.599725167,5.233512143,0,1,-1,0,6.747846135,3.180134997,0,0,0,1,4.84458071,0,0,1,0,0,0,0,0,0,0,1,1,0,24.05,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,536.2957126
0,0,0,17.1,8.3,0,28,30,46,0.597102,-0.515667326,14,2.621038824,0.761692352,0,2.141898,5.686975356,3.044522438,3.511545439,6.093908313,0,1,-1,1,6.610696045,3.706228092,1,0,0,0,6.724132876,1,1,0,0,1,0,0,0,0,0,1,1,1,40.7,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,467.7774911
0,1,0,47.7,11,1,19,22,37,0.92004,-0.083338132,18,2.909081993,2.332140012,0,10.29996,6.429558117,2.351375257,3.776203282,4.277360322,0,1,-1,1,5.472690753,3.6519561,1,0,0,0,5.521260898,0,0,0,1,0,0,0,0,1,0,1,1,0,38.55,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,561.6940793
0,0,1,22.3,12.9,0,20,18,42,2.107602,0.745550808,11,2.909081993,1.197068424,0,3.310398,6.429558117,3.242726692,3.599725167,6.585937264,0,5,11,1,6.747846135,3.604226267,1,0,0,1,6.808150954,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,324.091991
0,1,0,52.3,16.1,0,27,24,48,4.325104,1.464436186,14,2.862200881,2.350126478,0,10.486896,5.010635294,2.862200881,3.599725167,5.295814236,0,3,15,0,6.747846135,3.362109993,0,0,1,1,5.561450566,1,1,1,0,0,1,0,0,1,0,1,1,1,28.85,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,474.8182182
0,0,1,18.4,10.4,0,28,31,27,0.559416,-0.580861897,13,2.876385516,1.055211973,0,2.872584,3.555348061,2.34583282,3.599725167,3.569532696,2,2,-1,1,6.747846135,3.604226267,0,0,0,0,6.808150954,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,400.2544208
1,0,0,10.6,7.3,0,28,23,28,0.041391,-3.184691813,11,2.564949357,0.657317392,0,1.929609,6.214608098,3.610917913,3.599725167,7.265394758,0,2,12,0,6.747846135,3.561046083,1,1,0,0,7.217003129,0,0,0,0,0,0,1,1,0,0,1,1,0,35.2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,271.0554709
0,0,1,9.4,25.4,0,20,27,48,1.618234,0.481335431,16,2.909081993,1.440727147,0,4.223766,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,341.9890206
0,0,0,16.5,13,0,25,26,40,2.05686,0.721180548,11,1.945910149,0.373726732,1,1.45314,6.075346031,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,346.0275739
0,0,1,15.8,15.8,0,21,22,56,1.066816,0.064678511,10,1.658228077,1.383586699,0,3.989184,2.708050201,3.157000421,3.599725167,4.806068128,0,2,8,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,308.5223951
0,0,1,15.2,21.6,0,25,23,60,3.04128,1.112278479,9,2.970414466,1.866050282,0,6.46272,7.085901464,3.548179572,3.599725167,7.694210637,1,2,12,0,6.747846135,3.604226267,0,0,2,1,6.808150954,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,420.946957
0,1,0,17.5,18.4,0,30,21,61,4.064928,1.402396031,21,2.909081993,1.29830214,0,3.663072,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,1,0,1,1,6.808150954,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,320.0501688
0,0,0,23.4,7.6,0,19,15,34,0.9006,-0.104694071,16,2.909081993,1.064503819,0,2.8994,6.429558117,2.48490665,3.25617161,4.958991061,0,1,-1,0,5.62365643,3.604226267,0,0,0,0,6.808150954,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,551.1759153
0,0,1,8.7,9.8,0,18,22,75,0.36603,-1.005039982,11,2.909081993,0.098912774,0,1.10397,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,309.4256451
1,0,0,11.4,5.1,0,29,25,25,0.366894,-1.002682301,13,2.014903021,-0.280897142,0,0.755106,5.043425117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,1,1,0,6.808150954,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,304.0957115
0,0,0,29.5,27.9,0,26,15,31,6.03756,1.797999957,14,2.909081993,1.633630888,0,5.12244,6.429558117,2.995732274,3.599725167,6.149962905,0,5,9,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,580.6886968
1,0,0,32,11.6,0,17,17,40,2.940252,1.078495292,12,2.1102132,1.666904234,0,5.295748,4.941642423,2.833213344,3.62300671,5.70428235,0,1,-1,0,6.549078332,3.853334009,1,1,0,1,6.748349147,0,0,1,0,0,0,1,0,0,0,1,0,0,47.15,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,319.3471489
0,0,0,47.6,15.4,0,15,18,66,2.764608,1.016898853,10,2.957511061,2.378378045,0,10.787392,6.684611728,3.63758616,3.599725167,7.447459862,1,2,11,0,6.747846135,3.604226267,0,1,0,1,6.808150954,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,722.3578501
0,0,0,10,9.8,0,31,16,31,0.592802,-0.522894831,16,2.909081993,0.507539029,0,1.661198,6.429558117,3.242726692,3.80666249,6.585937264,0,2,16,0,7.423240032,3.188416617,0,1,0,1,6.808652918,0,0,0,0,0,0,0,0,0,0,1,0,1,24.25,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,541.4828158
0,0,0,-1,2.1,0,22,27,21,0.205842,-1.580646395,16,2.909081993,-0.908426734,1,0.403158,6.429558117,3.068052935,3.693866996,6.438631263,0,3,14,1,7.00497273,3.326832966,1,0,0,0,6.554716573,1,0,0,1,0,0,1,1,0,0,1,0,0,27.85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,321.8396734
0,0,1,5,11.7,0,25,0,67,0.958815,-0.042057132,11,2.909081993,-1.114177805,0,0.328185,6.429558117,3.242726692,3.599725167,6.585937264,1,1,-1,1,6.747846135,3.604226267,1,0,0,0,6.808150954,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,214.2396542
0,0,1,10.8,3.9,0,14,24,30,0.292422,-1.229557315,19,2.909081993,-0.503224585,0,0.604578,6.429558117,3.242726692,3.293983297,6.585937264,3,4,16,0,4.703657133,3.604226267,0,0,3,1,6.808150954,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,331.8561177
1,0,0,35,18.2,0,15,23,64,1.532076,0.426623678,15,2.909081993,2.400249227,0,11.025924,6.429558117,3.242726692,3.479700443,6.585937264,0,1,-1,0,7.075343836,3.604226267,0,1,0,1,6.808150954,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,332.6129736
0,0,0,32.2,19.6,0,39,11,53,14.2803584,2.65891009,15,2.079441542,0.668936452,1,1.95216,6.120297419,3.871201011,3.78191432,7.943534258,1,1,-1,1,7.860667194,3.696351469,0,0,0,1,7.750959056,0,1,0,0,1,1,1,0,0,0,1,1,0,40.3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,514.3585173
0,0,0,-1,5.1,1,34,18,19,0.328797,-1.11231474,14,2.140066163,-0.298132488,0,0.742203,5.220355825,3.242726692,3.587676949,6.585937264,0,5,16,1,6.523855949,2.895911938,1,0,0,0,5.842239218,0,0,0,1,0,1,1,0,1,0,1,0,0,18.1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,568.5226655
0,0,1,35.1,15.4,0,33,22,69,1.25664,0.228441492,16,2.909081993,2.077359375,0,7.98336,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,0,0,1,0,6.808150954,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,420.8846112
0,0,1,8.5,14.4,0,21,13,71,0.29952,-1.205574086,18,3.695110004,0.947975428,0,2.58048,7.886081402,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,334.4572707
0,0,0,-1,13.9,0,28,22,25,0.495813,-0.701556439,16,3.238678452,1.262766198,0,3.535187,5.298317367,3.305053521,3.599725167,5.581614841,0,5,17,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,709.2395702
1,0,0,-1,3,0,22,18,75,0.75456,-0.281620481,11,2.374905755,-0.377694311,0,0.68544,6.461468176,3.242726692,3.599725167,6.585937264,1,1,-1,0,6.747846135,3.604226267,1,0,2,0,6.808150954,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,362.4039992
0,1,0,-1,15.6,0,25,23,39,3.539016,1.263848722,18,3.533686565,0.870868171,0,2.388984,5.393627546,3.124565145,3.601413428,5.232978525,0,5,15,0,5.326175695,3.394508394,1,1,1,0,5.120684799,0,0,1,0,0,1,1,0,0,0,1,0,0,29.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,270.9824098
0,1,0,26.3,18.3,0,28,24,41,0.690642,-0.370133679,14,2.909081993,1.805063576,0,6.080358,6.429558117,3.020424886,3.218875825,5.196007748,0,2,11,0,5.021575234,3.604226267,1,1,0,1,6.808150954,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,241.2876413
0,1,0,34.2,9.6,0,33,22,76,2.813568,1.034453429,12,3.876395828,1.312225773,0,3.714432,8.131530711,3.242726692,3.660994251,6.585937264,0,2,15,0,7.924090421,3.517497837,0,1,0,0,7.842219861,0,0,0,0,1,0,1,0,1,0,1,1,0,33.7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,371.3376445
0,1,0,-1,12.9,0,21,23,53,2.508792,0.919801362,20,2.788092909,2.179649707,0,8.843208,7.051855623,3.81220267,4.10346947,8.084053655,1,2,15,1,8.359123174,4.373238129,1,0,1,0,8.608486222,0,0,1,0,0,1,0,0,1,0,1,1,0,78.304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,524.5146931
1,0,0,22,8.3,0,29,18,21,1.29646,0.259637473,15,2.909081993,0.856770001,0,2.35554,6.429558117,3.242726692,3.599725167,6.585937264,1,3,-1,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,520.8210403
0,0,1,36.4,3.1,0,31,17,54,1.30572,0.266754613,14,2.251291799,0.394929806,0,1.48428,4.382026635,3.737669618,3.599725167,6.321667171,0,1,-1,0,6.747846135,3.671224519,1,0,0,0,6.124464549,0,0,0,1,0,1,0,0,0,0,1,1,1,39.3,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,380.2346292
1,0,0,13.3,5.8,0,27,18,47,0.380132,-0.967236718,10,3.238678452,0.263800156,0,1.301868,7.289610521,3.242726692,3.599725167,6.585937264,0,2,11,0,6.747846135,3.604226267,0,0,0,0,6.808150954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,348.9009139
0,0,0,22.1,1.7,0,25,19,50,0.03332,-3.401597462,11,2.140066163,-0.576822986,0,0.56168,5.886104031,3.242726692,3.599725167,6.585937264,0,2,15,1,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,488.6296635
0,0,1,56.7,3,0,25,15,48,0.88452,-0.122710154,17,2.708050201,0.612739406,0,1.84548,6.120297419,3.63758616,3.599725167,7.022957209,0,1,-1,0,6.747846135,3.604226267,1,0,1,1,6.808150954,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,511.6226322
0,1,0,15.9,8.9,0,26,30,69,0.41296,-0.884404543,9,2.772588722,0.773823534,0,2.16804,7.069023427,3.242726692,3.599725167,6.585937264,0,2,11,0,6.747846135,3.604226267,0,1,2,0,6.808150954,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,335.6380013
0,1,0,8.9,14.2,0,29,21,29,0.814512,-0.205166118,19,2.909081993,0.953003688,0,2.593488,6.429558117,2.674148649,3.599725167,5.256453162,0,2,12,0,6.747846135,3.604226267,1,1,0,1,6.808150954,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,282.4848879
0,1,0,27.3,15.9,0,20,26,35,2.02566,0.705895573,19,3.540959324,1.751864129,0,5.76534,5.393627546,3.008154794,3.465735903,5.059107948,0,1,-1,1,5.44975007,3.604226267,1,0,0,1,6.808150954,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,366.1975445
0,0,0,8.5,3.1,0,30,31,22,0.23374,-1.453545892,15,2.909081993,-0.951244561,0,0.38626,6.429558117,2.656756907,3.286534473,6.253732653,0,1,-1,0,6.770273236,3.604226267,0,0,0,0,6.808150954,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,461.9338953
1,0,0,29.6,14.8,0,22,16,51,2.385168,0.869269562,8,2.890371758,2.038467452,0,7.678832,6.244166901,2.708050201,3.599725167,6.162472344,0,1,-1,0,6.747846135,3.604226267,1,0,1,0,6.808150954,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,408.7373603
0,0,1,27,21.1,0,36,24,69,2.780136,1.022499847,14,2.909081993,2.518652789,0,12.411864,6.429558117,3.242726692,3.438814245,6.585937264,0,1,-1,1,7.120040087,3.604226267,1,0,2,1,6.808150954,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,284.6255502
0,0,0,10.4,9.3,1,26,17,34,1.359288,0.306961033,18,3.032546247,0.290960692,0,1.337712,6.371611847,3.242726692,3.514526067,6.585937264,0,1,-1,0,7.018222732,3.23277873,0,1,1,1,6.649178832,0,0,0,0,0,1,1,0,1,0,1,1,1,25.35,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,591.1732778
1,0,0,43.1,13.4,0,31,21,47,4.601024,1.526278887,14,3.64414356,1.670528496,0,5.314976,7.126890809,3.392829132,3.599725167,6.854776354,0,5,13,0,6.747846135,3.369018483,0,0,1,0,6.834485417,0,0,0,0,0,0,1,1,1,0,1,0,0,29.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,499.9499797
0,0,1,5.5,15.7,0,19,22,77,0.20253,-1.596867255,14,2.708050201,0.312962317,0,1.36747,6.872128101,3.242726692,3.351656936,6.585937264,0,1,-1,1,7.49839897,3.242592351,1,0,0,1,7.480851228,0,0,0,1,0,1,0,0,1,0,1,0,0,25.6,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,136.0273404
0,0,1,11.8,2.3,0,23,18,37,0.4186,-0.870839469,12,2.909081993,-0.950882177,0,0.3864,6.429558117,3.242726692,3.599725167,6.585937264,0,3,14,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,373.3106208
0,1,0,43.8,11.9,0,21,23,75,3.139696,1.14412598,21,3.056356895,1.599852923,0,4.952304,6.063785209,3.157000421,3.599725167,6.375876246,0,1,-1,0,6.747846135,3.590439381,0,1,0,1,6.750867523,0,0,0,0,0,0,1,0,0,0,1,0,0,36.25,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,358.5165095
1,0,0,15.8,18.3,1,24,18,52,2.500146,0.91634913,13,3.044522438,1.263802946,0,3.538854,7.31986493,3.242726692,3.513036863,6.585937264,0,5,16,0,7.639978932,3.604226267,1,1,2,0,6.808150954,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,346.6686253
0,0,0,7.2,17.4,0,27,23,25,0.704352,-0.350477048,15,2.909081993,0.732198649,0,2.079648,6.429558117,3.242726692,3.510051787,6.585937264,0,5,13,0,6.547717544,3.252310601,1,0,0,1,6.244069809,0,1,1,0,0,1,1,1,0,0,1,1,0,25.85,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,454.1320122
0,0,1,38.5,19.8,0,18,19,46,3.941784,1.371633413,12,2.691243083,2.143849117,0,8.532216,6.970730078,3.860729711,3.987130478,8.093248381,0,1,-1,0,8.212527714,4.098502572,0,0,0,1,8.348668025,0,0,1,0,0,0,0,0,1,0,1,1,1,60.25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,575.5680448
0,0,0,92.001,11.3,0,25,15,59,6.216582,1.827220238,11,4.182050143,2.463888814,1,11.750418,8.39215092,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,721.8990917
1,0,0,16.1,9.3,0,26,23,33,0.726051,-0.320135019,17,2.525728644,0.998773169,0,2.714949,6.173786104,3.091042453,3.682609841,6.838673118,0,2,-1,0,7.399061635,3.438814245,1,0,0,0,7.152425461,0,0,1,0,0,1,1,0,0,0,1,0,0,31.15,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,389.9099959
0,0,1,18.9,12.8,0,32,14,61,1.375232,0.318622444,9,3.157000421,1.090838148,0,2.976768,7.200424893,3.242726692,3.599725167,6.585937264,0,2,11,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,366.0710347
